"","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","CRT_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Article_day","ResponseId","Ideology_Score","Treat_Search"
"21",0,"CND",4,4,28,"Female",1,0,0,0,"5791",2.9,"jan 7_5","R_28V77fTcLKRYcQw",3,1
"22",1,"True",5,4,32,"Female",1,0,0,0,"1172",3,"jan 7_5","R_AaLB72szAstiHHb",2,1
"23",1,"True",7,3,50,"Female",1,2,0,1,"1819",4.1,"jan 7_5","R_2z7wWTHLzZoMo8S",0,1
"24",1,"True",7,4,63,"Female",2,2,1,1,"1033",4.1,"jan 7_5","R_9WAX3cLz8lRt5oR",-2,1
"25",1,"True",7,3,50,"Male",0,2,0,1,"4085",5,"jan 7_5","R_2alSqYYHd1USqdo",0,1
"26",1,"True",7,3,21,"Female",0,1,0,0,"1553",4.5,"jan 7_5","R_2R7YGXcy2Lt6FGT",0,1
"27",1,"True",7,3,32,"Female",1,3,1,0,"1289",3,"jan 7_5","R_31NwQCcMMtROAfe",-2,1
"28",0,"CND",5,3,28,"Female",0,2,1,0,"618",3.4,"jan 7_5","R_vfCRpP7OqElpnRD",-2,1
"29",1,"True",5,3,60,"Female",0,0,0,0,"846",4.5,"jan 7_5","R_3qW1ftorVVkBNYy",2,1
"30",1,"True",7,3,70,"Female",1,3,1,1,"867",4,"jan 7_5","R_Zska0zM6QGuRkS5",-2,1
"31",0,"CND",4,3,39,"Female",3,1,0,0,"1711",3.5,"jan 7_5","R_3iWnNivRzmu2hby",1,1
"32",1,"True",6,2,44,"Male",1,1,0,0,"426",2.7,"jan 8_2","R_2tgLVn27mKABq9U",1,1
"33",1,"True",5,1,43,"Male",0,0,1,0,"1006",3,"jan 8_2","R_8G3RO4D0Y8FYY37",-3,1
"34",1,"True",5,1,34,"Male",1,0,0,1,"439",3.3,"jan 8_2","R_1FhwBeOpUPcQne5",0,1
"35",0,"CND",4,4,29,"Male",0,0,1,0,"389",5,"jan 8_2","R_3EYC0tLMQzYNNBF",-1,1
"36",1,"True",6,1,36,"Female",1,3,NA,0,"735",2.1,"jan 8_2","R_1E9RT2POmKbwUpz",NA,1
"37",0,"CND",3,1,49,"Female",0,3,0,0,"1414",4.9,"jan 8_2","R_Bxs8lnG1DrFmVEd",1,1
"38",0,"CND",3,1,34,"Male",1,0,0,1,"843",3.3,"jan 8_2","R_eFdEVQVItHL7myR",3,1
"39",1,"True",7,1,51,"Male",1,1,0,1,"1422",3.4,"jan 8_2","R_2wHu5gqbk5qHnPv",2,1
"40",1,"True",5,1,27,"Male",0,3,0,1,"1614",3.7,"jan 8_2","R_3KSKLevawFetU8I",0,1
"41",1,"True",6,1,68,"Female",2,1,0,1,"1945",1.3,"jan 8_2","R_2rwPMe13RwiG85U",2,1
"42",0,"Misl/False",1,1,57,"Female",2,1,0,0,"1824",4.2,"jan 8_2","R_1oFMX8qbPPV51FT",0,1
"43",0,"CND",3,1,74,"Female",0,1,0,1,"2756",2.3,"jan 8_2","R_2TmWt4yDfjpXgrn",2,1
"44",1,"True",7,1,72,"Male",0,0,0,1,"3034",3.7,"jan 8_2","R_BJTnhSKZXxT8JGN",0,1
"45",1,"True",7,1,66,"Female",1,1,0,1,"1036",3.9,"jan 8_2","R_5hAVTbD5hLpf69z",0,1
"46",1,"True",7,1,66,"Female",0,0,0,1,"2098",2.4,"jan 8_2","R_3pnEtfl3zvHhAzg",2,1
"47",1,"True",5,1,66,"Female",0,3,1,1,"1798",4,"jan 8_2","R_6V8A9VFuVrxTJLj",-1,1
"48",0,"Misl/False",2,3,69,"Male",1,4,1,1,"1464",4.8,"jan 8_2","R_3dMnouz5f2ZkKac",-1,1
"49",0,"CND",3,1,69,"Female",1,0,1,1,"7901",3.4,"jan 8_2","R_51EG7JnSMZDBh61",-2,1
"50",1,"True",6,1,41,"Male",0,0,1,0,"1962",4.3,"jan 8_2","R_3sv4v6lU4chI12I",-1,1
"51",1,"True",6,1,18,"Male",3,3,0,1,"637",4.4,"jan 8_2","R_1CC8wfvpMPR92xy",3,1
"52",0,"Misl/False",4,1,60,"Female",0,1,0,1,"1197",3.5,"jan 8_2","R_2wajsD59TLsaDd0",2,1
"53",0,"Misl/False",5,3,72,"Male",0,2,0,1,"1814",3.2,"jan 8_2","R_pShXNgs3rVBGDjb",0,1
"54",0,"Misl/False",2,3,42,"Male",1,3,0,1,"982",2.4,"jan 8_2","R_YaYpKTVCe87fkeR",0,1
"55",0,"CND",4,3,52,"Female",3,2,0,1,"789",3.3,"jan 8_2","R_ODcjrZY3ac0DADn",3,1
"56",0,"Misl/False",2,4,50,"Male",3,3,0,0,"812",5,"jan 8_2","R_PNUq0crftLW04s9",2,1
"57",1,"True",7,3,29,"Female",0,2,1,1,"638",4.2,"jan 8_2","R_22zQgnOnszEIuZI",-3,1
"58",1,"True",7,3,43,"Female",1,1,1,1,"818",4.5,"jan 8_2","R_UMy439aAJnh7LCV",-1,1
"59",1,"True",7,3,26,"Female",1,3,1,0,"954",3.4,"jan 8_2","R_3hm6ks9fUp6eFTP",-2,1
"60",0,"Misl/False",3,3,48,"Female",1,2,0,1,"1586",3.2,"jan 8_2","R_2aepjN0fmCGspSO",2,1
"61",1,"True",7,3,48,"Female",1,3,0,1,"1629",4.5,"jan 8_2","R_3NQHU3GybXWtB9P",0,1
"62",0,"CND",4,3,33,"Female",2,2,0,0,"574",3.7,"jan 8_2","R_1i4cVOpcdLYQzxR",0,1
"63",0,"CND",4,3,33,"Male",1,0,0,0,"465",4.9,"jan 8_3","R_2fwDZjrlUAzomK9",0,1
"64",0,"CND",4,1,61,"Male",0,0,0,0,"1477",2.7,"jan 8_3","R_ZqQMneNkHqaBwEV",0,1
"65",1,"True",7,3,41,"Male",0,2,0,0,"1145",4.8,"jan 8_3","R_21dMTvu6DEIYopV",-2,1
"66",0,"CND",3,1,60,"Male",0,1,0,0,"1007",2.8,"jan 8_3","R_XigHDzAnAYyLE4x",2,1
"67",0,"CND",5,1,60,"Female",1,0,0,0,"1498",4.6,"jan 8_3","R_3j9ysTbqDSJpUdg",3,1
"68",1,"True",7,2,38,"Male",0,0,0,0,"1031",1,"jan 8_3","R_3dQD9qJXH7UyGAU",0,1
"69",1,"True",7,4,32,"Male",0,3,0,0,"1755",4.2,"jan 8_3","R_1Q3EWfmOu6whwkH",-1,1
"70",0,"Misl/False",4,5,30,"Female",1,4,0,0,"1621",3,"jan 8_3","R_232KJ21uH4q9SIm",-2,1
"71",1,"True",7,4,45,"Male",3,2,0,0,"1979",3,"jan 8_3","R_2s7oCXveAjV2aue",0,1
"72",0,"CND",4,2,72,"Male",1,1,0,0,"951",2.2,"jan 8_3","R_10B1Gr0ws5ErjTB",-1,1
"73",0,"Misl/False",1,2,42,"Male",0,2,0,0,"2843",4.6,"jan 8_3","R_8J7r1wUUV2SQTEl",-3,1
"74",1,"True",6,3,50,"Male",0,1,0,0,"1151",4.9,"jan 8_3","R_3jW2Z95sNA23277",1,1
"75",0,"CND",4,1,55,"Female",1,1,0,0,"1764",4.5,"jan 8_3","R_2nvsI25LxDQBnNL",-2,1
"76",0,"CND",4,3,28,"Male",1,2,0,0,"1127",3.5,"jan 8_3","R_22lvaxKcCuEHgx8",-3,1
"77",0,"CND",1,1,55,"Female",0,2,0,0,"2782",2.1,"jan 8_3","R_24kibKZZbTeKNRU",0,1
"78",0,"CND",4,1,65,"Female",0,2,0,0,"3750",4.6,"jan 8_3","R_2ePvFzrnaQ85KsW",3,1
"79",0,"CND",5,1,50,"Male",0,3,0,0,"3119",4,"jan 8_3","R_2EAGXc9Lsn8Xst5",0,1
"80",0,"CND",4,1,68,"Female",1,1,0,0,"1039",3.4,"jan 8_3","R_3DoUGFMUC5KuifG",1,1
"81",0,"CND",4,3,71,"Male",1,3,0,0,"946",1.4,"jan 8_3","R_2a9c3g4xad70TJV",2,1
"82",0,"CND",4,1,69,"Male",0,1,0,0,"3420",2.6,"jan 8_3","R_31bgXJU7B5Wglk5",2,1
"83",0,"Misl/False",1,4,46,"Male",1,2,0,0,"527",2.9,"jan 8_3","R_1fg6Pnz5EDlTirZ",-3,1
"84",0,"Misl/False",4,3,45,"Male",1,2,0,0,"1338",4.4,"jan 8_3","R_1mXClDS0IbdZaFt",0,1
"85",1,"True",5,4,55,"Female",1,3,0,0,"671",4.1,"jan 8_3","R_1FmMegwf7x7vRkR",-3,1
"86",0,"Misl/False",4,5,35,"Male",2,3,0,0,"573",2.9,"jan 8_3","R_3rZCdTq1Z5bWgwT",-1,1
"87",0,"CND",4,4,64,"Male",2,0,0,0,"671",3.4,"jan 8_3","R_O8st9g8VTiLrgBj",2,1
"88",0,"Misl/False",2,3,39,"Female",0,3,0,0,"832",3.5,"jan 8_3","R_3n72CNJ7eSOJo4x",-1,1
"89",1,"True",5,4,40,"Female",2,2,0,0,"1027",4.2,"jan 8_3","R_3gZ2f64ZGacjdSf",-1,1
"90",0,"CND",4,4,29,"Female",0,1,0,0,"1030",4,"jan 8_3","R_1g8CyUUmGE8nvTo",0,1
"91",1,"True",7,2,48,"Male",2,1,0,1,"555",3.7,"jan 8_5","R_1IvgmAZyaNmS5Ko",-1,1
"92",1,"True",5,1,36,"Male",1,2,0,1,"693",4,"jan 8_5","R_2WMv68HA3zHGtn5",0,1
"93",1,"True",7,1,34,"Male",0,1,0,0,"846",4.3,"jan 8_5","R_1gA2I0fb4mVdAi0",-1,1
"94",1,"True",7,1,56,"Female",1,3,NA,1,"889",4.5,"jan 8_5","R_2BzkPPfEb2C0v5N",NA,1
"95",1,"True",4,3,34,"Male",1,1,0,0,"694",3.6,"jan 8_5","R_UuONFkkJZsYmZBD",0,1
"96",1,"True",4,1,29,"Female",0,0,0,0,"669",4.2,"jan 8_5","R_27wLUiOgoT6lBiR",0,1
"97",1,"True",4,1,44,"Female",0,0,NA,1,"1408",3.3,"jan 8_5","R_3JfKONKCcbq8r38",NA,1
"98",0,"CND",7,1,64,"Female",1,0,0,1,"1594",4,"jan 8_5","R_TqlVG9VkvTsfIat",0,1
"99",0,"CND",4,1,62,"Male",0,3,0,1,"1130",4.8,"jan 8_5","R_2RPwTH1kb2QxC4V",0,1
"100",0,"CND",5,1,76,"Female",1,0,0,1,"1412",1.8,"jan 8_5","R_1M709BgYfSM8YYF",1,1
"101",1,"True",7,1,28,"Male",0,3,NA,1,"1273",4.7,"jan 8_5","R_1gHDhmLViHGouAA",NA,1
"102",1,"True",7,4,39,"Male",0,1,0,1,"1210",4.3,"jan 8_5","R_8cZdGWdCpxN7yk9",-3,1
"103",0,"Misl/False",1,1,59,"Female",0,3,0,1,"3062",4.4,"jan 8_5","R_2fg3kCa8PZAJDIZ",-2,1
"104",1,"True",6,2,81,"Female",0,1,0,1,"1202",1.5,"jan 8_5","R_1OZu7zVjNtmZCbi",2,1
"105",0,"CND",4,1,39,"Male",0,4,NA,0,"798",3,"jan 8_5","R_b1KG5nCNN3Rtv4B",NA,1
"106",1,"True",7,1,43,"Female",0,0,0,0,"7821",4.4,"jan 8_5","R_PMR6LPRn2phz9qp",0,1
"107",1,"True",7,1,53,"Female",1,1,0,1,"1152",4.4,"jan 8_5","R_2q7zbTKNfX1peJi",2,1
"108",0,"Misl/False",2,2,75,"Male",1,0,0,1,"1249",3.3,"jan 8_5","R_2zU7oVmJ40DLQLW",1,1
"109",1,"True",7,1,74,"Male",1,2,0,1,"853",3.3,"jan 8_5","R_UMc6uQYXOpxvSaB",2,1
"110",0,"CND",4,1,49,"Male",0,0,0,1,"1280",1.5,"jan 8_5","R_3it1oWF0fL3fKKl",-2,1
"111",0,"CND",4,1,67,"Female",0,2,0,1,"1536",2.2,"jan 8_5","R_3sBbE64zPurSYuU",2,1
"112",1,"True",5,1,80,"Female",0,0,0,1,"1592",1.6,"jan 8_5","R_2aLakStksGSN5lG",1,1
"113",1,"True",6,4,59,"Male",2,0,0,1,"992",4.5,"jan 8_5","R_1gFrhFrR50sZrXz",1,1
"114",1,"True",4,1,20,"Male",2,2,0,1,"557",4.4,"jan 8_5","R_3lVnOlVQnrrPc1v",2,1
"115",1,"True",7,2,69,"Male",0,4,0,1,"1241",4.3,"jan 8_5","R_2YVdGv5hzcZ1uA3",3,1
"116",1,"True",6,4,43,"Male",3,3,0,0,"462",3.3,"jan 8_5","R_3m4f5SjR6kfOlcY",0,1
"117",0,"Misl/False",4,4,40,"Female",0,1,0,1,"566",3.6,"jan 8_5","R_6rsvgkAO5cR8JVf",2,1
"118",1,"True",7,3,52,"Male",1,0,0,1,"735",3.4,"jan 8_5","R_2du7Gi2fsjKp02M",3,1
"119",1,"True",6,3,45,"Male",0,3,0,1,"1961",4.3,"jan 8_5","R_1fjuldeIzmNHxI0",-2,1
"120",1,"True",5,4,47,"Female",2,2,0,0,"956",4.4,"jan 8_5","R_1OValTNUbnzk6n4",2,1
"121",0,"CND",4,5,27,"Female",2,1,0,0,"655",1,"jan 8_5","R_0JR3DQhfEGgIvx7",-3,1
"122",1,"True",6,4,46,"Female",3,2,0,1,"1074",2.6,"jan 8_5","R_3siXJZI0TSNbV4T",-2,1
"123",1,"True",5,3,27,"Female",0,2,0,0,"1278",4.4,"jan 8_5","R_1n1TtiHLXvK4mJj",1,1
"124",0,"CND",6,3,50,"Female",1,2,0,1,"1563",2.9,"jan 8_5","R_ThfH87YiddNyTbX",-1,1
"125",1,"True",7,3,32,"Female",0,1,0,1,"1334",3,"jan 8_5","R_3n1qzvnM6kZvEPP",0,1
"126",1,"True",6,3,49,"Female",2,0,0,1,"1087",4.3,"jan 8_5","R_1dNCRVTOGBPsVyN",0,1
"127",1,"True",6,1,24,"Male",0,4,0,0,"1296",3,"jan 9_1","R_3hFomKeIhcret9p",-2,1
"128",1,"True",5,4,37,"Male",1,2,1,0,"1055",4.5,"jan 9_1","R_2WYE36ceZphZmTA",1,1
"129",0,"CND",4,1,23,"Female",1,1,1,0,"915",3.5,"jan 9_1","R_1IsfiVNtiRRpljD",2,1
"130",0,"CND",5,1,24,"Female",3,1,0,0,"981",3.5,"jan 9_1","R_W7pxOlUgZUHJYNb",-1,1
"131",1,"True",7,1,65,"Male",1,1,0,0,"1230",3.3,"jan 9_1","R_da53pjKI9c2Vq3D",0,1
"132",1,"True",7,1,71,"Female",1,1,0,0,"1363",2.8,"jan 9_1","R_C8Nt1rX0EYOtyh3",-1,1
"133",0,"Misl/False",2,1,64,"Female",0,0,1,0,"1787",2.9,"jan 9_1","R_PNfm50KMhNqBAtP",1,1
"134",0,"CND",1,1,66,"Male",2,1,1,0,"1766",2.5,"jan 9_1","R_3PcdlgAKzfgw91m",2,1
"135",0,"CND",3,4,70,"Female",2,1,0,0,"1495",3.1,"jan 9_1","R_3nwHYmRaeZt94qg",-2,1
"136",1,"True",7,3,28,"Male",1,2,1,0,"1120",3,"jan 9_1","R_2whlbGgtxMlMmpE",1,1
"137",1,"True",7,1,49,"Male",3,2,1,0,"1538",5,"jan 9_1","R_3Pk7y8FRqE9k3UD",2,1
"138",0,"CND",5,1,74,"Female",0,3,1,1,"1882",2.4,"jan 9_1","R_2PzDGKYryIyEi4a",1,1
"139",1,"True",6,4,29,"Male",3,3,1,0,"757",4.6,"jan 9_1","R_2QJz5N3mDk0Zswa",2,1
"140",1,"True",7,4,40,"Female",2,1,1,0,"662",4.1,"jan 9_1","R_3LbQuUPVqlfdhWw",2,1
"141",0,"CND",4,4,47,"Female",1,3,1,0,"988",3.6,"jan 9_1","R_3Ny4UKmn8SHLcxW",2,1
"142",1,"True",7,3,66,"Male",2,0,0,0,"965",4.2,"jan 9_1","R_2D03jJlsAB9XVNa",-1,1
"143",0,"Misl/False",1,4,35,"Female",2,0,0,0,"1005",3.3,"jan 9_1","R_0TdGWOlHGDQT8LT",-2,1
"144",0,"CND",4,3,60,"Female",0,2,0,0,"1114",3.9,"jan 9_1","R_yIQ9tj2Y2D4SpnX",0,1
"145",1,"True",5,3,35,"Female",2,0,0,0,"1443",3.6,"jan 9_1","R_1IibV1tvBroMX3V",0,1
"146",1,"True",7,4,41,"Female",2,3,0,0,"956",4.6,"jan 9_1","R_3fwVzeJ8VoVn02e",0,1
"147",1,"True",5,3,50,"Male",0,0,0,1,"1407",4.4,"jan 9_3","R_2rTMfsgpOteyybU",0,1
"148",0,"CND",4,3,35,"Male",0,3,0,0,"1079",4.3,"jan 9_3","R_33v7iWpWaSouvB1",0,1
"149",1,"True",6,1,51,"Male",2,0,0,0,"1000",4,"jan 9_3","R_1KvXRRT6ro8MP5X",0,1
"150",1,"True",7,1,18,"Female",2,3,1,0,"599",4.4,"jan 9_3","R_1pmSsMD7EqOeflC",-3,1
"151",1,"True",7,1,37,"Female",0,2,0,0,"1347",4.6,"jan 9_3","R_1GBRSTeEYkaslGb",2,1
"152",1,"True",7,1,28,"Male",0,1,0,0,"1390",3.9,"jan 9_3","R_3hmEEgl6d7IWBFi",0,1
"153",0,"Misl/False",3,1,54,"Female",0,3,0,0,"2269",3.1,"jan 9_3","R_1GZGSW8T637h41e",2,1
"154",1,"True",5,1,36,"Female",0,2,0,0,"1789",4,"jan 9_3","R_2RVpLccWjZySFi2",2,1
"155",0,"CND",6,3,32,"Male",1,2,1,0,"675",4,"jan 9_3","R_2iswNoDzPp142pX",-2,1
"156",1,"True",7,1,33,"Female",0,2,0,1,"2227",4.4,"jan 9_3","R_1riVixWo5LEodMG",0,1
"157",0,"CND",4,1,47,"Female",2,0,0,0,"425",3,"jan 9_3","R_vcYmvcUbWiRmnYt",0,1
"158",1,"True",5,1,34,"Male",1,0,0,1,"851",5,"jan 9_3","R_2PoJ4GjjNIzoOMD",0,1
"159",1,"True",6,1,52,"Female",1,2,0,0,"1318",4,"jan 9_3","R_RklnqIp6HIWiEH7",0,1
"160",0,"CND",3,1,34,"Male",1,2,0,0,"1407",2.7,"jan 9_3","R_55fWEcI1RufDVnP",0,1
"161",1,"True",6,1,60,"Male",1,0,1,0,"1803",2.6,"jan 9_3","R_2fLmPxjY6hU9Gxz",-2,1
"162",0,"CND",4,4,47,"Female",1,0,1,0,"504",1.8,"jan 9_3","R_BRHGSKgSR6MDijT",-3,1
"163",1,"True",7,1,36,"Male",0,2,0,0,"2199",3.7,"jan 9_3","R_41mE5Bhzn4phs0F",2,1
"164",1,"True",4,1,64,"Female",0,4,1,0,"2194",3.6,"jan 9_3","R_1F396q1ByspftP2",-2,1
"165",0,"Misl/False",1,1,68,"Female",1,0,0,0,"2169",4,"jan 9_3","R_2chI5UwVZRM7qh3",3,1
"166",1,"True",5,2,32,"Male",1,1,0,0,"1115",4.5,"jan 9_3","R_yyFjXzXJHtx6r1T",2,1
"167",0,"CND",7,1,27,"Male",0,0,0,0,"1638",3.7,"jan 9_3","R_vdWLnzzTAeiNV0B",0,1
"168",0,"CND",3,1,18,"Male",2,4,0,0,"381",4.1,"jan 9_3","R_3isEe7YgkSA17O3",1,1
"169",0,"CND",4,1,56,"Female",0,0,0,0,"671",2.7,"jan 9_3","R_3kyXlun4ry81BRU",1,1
"170",0,"Misl/False",3,1,41,"Male",1,1,0,0,"948",4.6,"jan 9_3","R_1QsYeblyvdn9tDp",3,1
"171",0,"CND",4,1,25,"Female",0,0,NA,1,"577",2.8,"jan 9_3","R_3oHel9T2lUCDKY2",NA,1
"172",0,"CND",4,1,68,"Female",0,2,1,0,"1861",3.3,"jan 9_3","R_a8J7NKB8JJ6U6gF",-2,1
"173",1,"True",7,1,56,"Female",1,2,0,0,"1735",2.4,"jan 9_3","R_3kjMu8BRO8biDJx",2,1
"174",0,"Misl/False",4,3,21,"Female",2,2,0,0,"312",2.9,"jan 9_3","R_sulmcp4MvAZ61mF",0,1
"175",0,"CND",4,3,47,"Female",1,2,0,0,"595",3.3,"jan 9_3","R_2BnX0uovk1QUPLN",1,1
"176",0,"Misl/False",3,3,64,"Male",1,3,0,0,"1172",5,"jan 9_3","R_3PdH870d1oSBeNN",0,1
"177",0,"Misl/False",1,5,67,"Male",1,2,0,0,"1243",4.2,"jan 9_3","R_3Grl53HkJfFXMyz",2,1
"178",1,"True",5,4,40,"Female",0,1,1,1,"1808",3.7,"jan 9_3","R_2uU1sQ5eRd2Pdur",-2,1
"179",1,"True",7,4,35,"Male",0,0,1,1,"2049",4.2,"jan 9_3","R_1CIO1krgbUTHpE9",-3,1
"180",0,"CND",7,3,35,"Male",3,3,0,1,"615",3.7,"jan 9_3","R_1rxfrHoAm5pqFve",0,1
"181",1,"True",6,3,40,"Female",1,1,1,0,"712",4.5,"jan 9_3","R_12zCKKPWKOKcoXU",-2,1
"182",0,"CND",4,5,31,"Female",3,2,0,0,"627",3.2,"jan 9_4","R_25LsosSmImN2qT3",0,1
"183",0,"CND",3,4,51,"Male",3,0,0,0,"517",5,"jan 9_4","R_3L8vk7ZbsK1yba9",2,1
"184",1,"True",7,4,33,"Male",1,3,0,1,"778",4.3,"jan 9_4","R_VVxnMBikoz5k4Nz",0,1
"185",1,"True",6,3,25,"Male",1,3,0,0,"898",4.7,"jan 9_4","R_3IWupqYRlIJdArG",0,1
"186",1,"True",5,1,55,"Female",1,2,0,0,"1825",2.3,"jan 9_4","R_phhpJkopXNewf8R",2,1
"187",1,"True",7,2,48,"Male",0,2,0,0,"1662",5,"jan 9_4","R_3DuQrv4cyHmqz37",-3,1
"188",1,"True",5,3,32,"Male",2,2,0,0,"452",4.6,"jan 9_4","R_1NlYzu3Hw6Brpjy",0,1
"189",1,"True",6,2,41,"Male",0,2,0,0,"3775",4.2,"jan 9_4","R_eCWKpxXTpGftgn7",-2,1
"190",0,"Misl/False",4,1,56,"Female",0,3,0,0,"855",3.6,"jan 9_4","R_8pmctvDQqxCMMi5",2,1
"191",1,"True",7,2,43,"Male",2,1,0,0,"889",5,"jan 9_4","R_3oSMiU30AabSfT2",2,1
"192",1,"True",7,4,43,"Male",2,3,0,1,"1484",4.7,"jan 9_4","R_9Sp7XHhggFEa0lX",0,1
"193",1,"True",4,2,20,"Female",0,1,0,0,"755",3.8,"jan 9_4","R_r2ezhA7eaQSTJkJ",0,1
"194",1,"True",5,3,28,"Female",1,3,0,0,"1145",3.8,"jan 9_4","R_1JPj5wIL6Dv1sdc",-1,1
"195",1,"True",2,0,31,"Female",0,2,NA,0,"1421",3.8,"jan 9_4","R_Ap9Uz0jD6NFO8Tf",NA,1
"196",1,"True",7,1,24,"Male",0,0,0,0,"1277",4.5,"jan 9_4","R_Z44PPXU4fQpNgbL",-2,1
"197",1,"True",7,1,64,"Female",0,1,0,1,"1381",4.4,"jan 9_4","R_WBfwNFP7MiyEOit",-3,1
"198",0,"CND",2,1,67,"Female",0,0,NA,0,"841",1,"jan 9_4","R_1jIjl5Ajv4wGFnl",NA,1
"199",1,"True",5,1,57,"Female",1,3,0,0,"1771",5,"jan 9_4","R_DksvXqbmGLN2IBr",1,1
"200",1,"True",7,0,26,"Female",0,3,0,0,"1789",2.5,"jan 9_4","R_SOS1OwU6OVquBIl",0,1
"201",1,"True",7,1,25,"Other",1,1,0,0,"2293",3.7,"jan 9_4","R_2EfNY8z08TYoFF1",-3,1
"202",1,"True",6,1,60,"Female",1,1,0,0,"2337",2.7,"jan 9_4","R_2Ev1UbEQI82l6qF",1,1
"203",1,"True",5,3,60,"Male",2,1,0,0,"3403",4.7,"jan 9_4","R_OwIkhLqEcfEB8UV",-2,1
"204",1,"True",7,1,85,"Female",0,0,0,0,"1581",3.4,"jan 9_4","R_3Rq2nVW2Et5nvLv",0,1
"205",1,"True",5,3,30,"Male",1,2,0,0,"595",3.6,"jan 9_4","R_2zdpsLsbbTLfOAx",2,1
"206",0,"CND",3,1,66,"Female",0,0,NA,0,"1220",1.5,"jan 9_4","R_1mlNTiWpf6MRrT4",NA,1
"207",1,"True",7,1,28,"Male",1,2,0,0,"1194",3.5,"jan 9_4","R_1dbkCGc0bYw3CN4",0,1
"208",0,"CND",4,4,57,"Male",3,2,0,0,"406",4.3,"jan 9_4","R_UMUcCH73CaWnYIx",2,1
"209",0,"CND",4,3,41,"Female",1,3,0,0,"625",3.5,"jan 9_4","R_1ewtxG5NwAWqa7p",1,1
"210",0,"Misl/False",4,3,47,"Female",0,0,0,1,"912",2.4,"jan 9_4","R_10w1BOlXNfXsjK6",0,1
"211",1,"True",7,3,64,"Female",2,1,0,1,"1149",4.2,"jan 9_4","R_2CUnU4AQwNrTVWc",1,1
"212",0,"CND",5,3,64,"Male",0,1,0,0,"1371",3.7,"jan 9_4","R_3NyQjFE7szynlI5",-1,1
"213",0,"CND",1,3,44,"Female",0,0,0,0,"2012",3,"jan 9_4","R_1FJkUwncREXclZG",3,1
"214",1,"True",6,3,35,"Female",2,1,0,0,"693",4.2,"jan 9_4","R_2tDPZ8YMFYTl6oO",2,1
"215",0,"CND",4,4,50,"Female",0,1,0,0,"649",3,"jan 9_4","R_3MgS8AaP3iWmBok",0,1
"216",0,"CND",4,3,40,"Female",2,2,0,0,"1175",4.2,"jan 9_4","R_xzRFzgOxlgIDeVj",0,1
